epoch,discriminator_loss,generator_loss
1,0.6969751119613647,0.703133
2,0.6940557956695557,0.7083177
3,0.6953071355819702,0.7081198
4,0.6956048607826233,0.70984304
5,0.695006787776947,0.710852
6,0.6945641040802002,0.7105112
7,0.6949864029884338,0.71215993
8,0.6947890520095825,0.7114005
9,0.6947834491729736,0.71026397
10,0.6950421333312988,0.71021795
11,0.6951074600219727,0.7094384
12,0.6950244903564453,0.70882076
13,0.6946536302566528,0.70879817
14,0.6948392391204834,0.70878476
15,0.6951181888580322,0.70845157
16,0.6952018737792969,0.7083833
17,0.6951124668121338,0.708248
18,0.6951368451118469,0.7079852
19,0.6949766874313354,0.707886
20,0.6949708461761475,0.70734537
21,0.6949830651283264,0.70672655
22,0.6949057579040527,0.7068293
23,0.6949641704559326,0.7064357
24,0.6949057579040527,0.70625573
25,0.6949474215507507,0.70539695
26,0.6949038505554199,0.70554703
27,0.6949660778045654,0.705609
28,0.6952094435691833,0.70543855
29,0.6950675249099731,0.7055805
30,0.6950588226318359,0.7050521
31,0.6950654983520508,0.7046599
32,0.6950850486755371,0.7042432
33,0.6950933337211609,0.70433855
34,0.6951715350151062,0.7039628
35,0.695184588432312,0.7036772
36,0.6952699422836304,0.70355606
37,0.6954397559165955,0.70313394
38,0.6954134702682495,0.7031501
39,0.6954078674316406,0.70279336
40,0.6953409910202026,0.70245683
41,0.6953827142715454,0.70219874
42,0.6953275799751282,0.7020571
43,0.6953865885734558,0.70174766
44,0.6954842805862427,0.70137113
45,0.6954395771026611,0.70109856
46,0.695458710193634,0.7009362
47,0.6954972743988037,0.7007157
48,0.6955159306526184,0.70049816
49,0.6955467462539673,0.7003149
50,0.695624828338623,0.69996053
51,0.6956120729446411,0.6994499
52,0.6955654621124268,0.6991667
53,0.6955873370170593,0.6988358
54,0.6956064701080322,0.6985124
55,0.6956038475036621,0.69835126
56,0.6955666542053223,0.6983814
57,0.6956073045730591,0.69836485
58,0.6956351399421692,0.69814646
59,0.6956210136413574,0.69801044
60,0.6956106424331665,0.6975557
61,0.6955466866493225,0.69714797
62,0.6955887079238892,0.6968951
63,0.6955214738845825,0.69671285
64,0.6955039501190186,0.6963219
65,0.6954497694969177,0.6961713
66,0.695456326007843,0.6959263
67,0.6954401731491089,0.69571036
68,0.6954163312911987,0.6954778
69,0.695422887802124,0.6951216
70,0.6953591108322144,0.6948497
71,0.6953821778297424,0.6946433
72,0.6953784823417664,0.69440997
73,0.6953150033950806,0.694342
74,0.6952598094940186,0.69414276
75,0.6952937841415405,0.6939712
76,0.6952633857727051,0.6936821
77,0.6952431797981262,0.69345444
78,0.695277214050293,0.6932171
79,0.6952660083770752,0.6928969
80,0.6952552795410156,0.69263995
81,0.6952593326568604,0.6924928
82,0.695277214050293,0.69232315
83,0.6952452659606934,0.6921424
84,0.6951759457588196,0.691859
85,0.6951775550842285,0.6917664
86,0.6951714754104614,0.6915107
87,0.6951634287834167,0.6913583
88,0.6951471567153931,0.6909826
89,0.6951333284378052,0.69065773
90,0.6951688528060913,0.69041115
91,0.6951799392700195,0.6903739
92,0.6951367855072021,0.6902972
93,0.6951314210891724,0.69006974
94,0.6951148509979248,0.6898213
95,0.6950950622558594,0.68966264
96,0.695059597492218,0.6894768
97,0.6950883865356445,0.6891108
98,0.6950602531433105,0.6888151
99,0.695030689239502,0.68874574
100,0.695009708404541,0.688564
101,0.6950352191925049,0.6883513
102,0.6950196027755737,0.68804884
103,0.6950534582138062,0.687862
104,0.6950443983078003,0.68765426
105,0.6950677633285522,0.6873852
106,0.6950454115867615,0.6871906
107,0.6950198411941528,0.6869473
108,0.6950398683547974,0.6867653
109,0.6950512528419495,0.68662095
110,0.695033073425293,0.6863395
111,0.6949912309646606,0.6861156
112,0.6949833631515503,0.6859762
113,0.6949999332427979,0.68573564
114,0.6950173377990723,0.6855693
115,0.6950044631958008,0.68542063
116,0.6950023770332336,0.68513924
117,0.6950021386146545,0.6849169
118,0.6949605941772461,0.684726
119,0.6949565410614014,0.68461204
120,0.6949576139450073,0.6844078
121,0.6949692964553833,0.6842333
122,0.6949664354324341,0.6840448
123,0.6949789524078369,0.6838677
124,0.6949691772460938,0.6836535
125,0.6949435472488403,0.6834601
126,0.6949434876441956,0.6832838
127,0.6949272155761719,0.68312865
128,0.6949090957641602,0.68304694
129,0.6948959231376648,0.6828191
130,0.6949063539505005,0.6826586
131,0.6949076652526855,0.68252796
132,0.6949523687362671,0.6823318
133,0.6949602365493774,0.68215054
134,0.6949389576911926,0.68190825
135,0.6949344873428345,0.6816513
136,0.6949555277824402,0.68144375
137,0.6949333548545837,0.6811869
138,0.6949206590652466,0.6810501
139,0.694875955581665,0.68086314
140,0.6948798894882202,0.6805409
141,0.6948967576026917,0.68034863
142,0.6949305534362793,0.6801776
143,0.6949008703231812,0.679987
144,0.6949084997177124,0.67978024
145,0.6949019432067871,0.67955464
146,0.6949010491371155,0.679468
147,0.6949200630187988,0.6792949
148,0.6949324607849121,0.67917633
149,0.6949203610420227,0.6790298
150,0.694927990436554,0.6788633
151,0.6949178576469421,0.67865515
152,0.6949282884597778,0.67844576
153,0.6949199438095093,0.6783379
154,0.694916844367981,0.6781344
155,0.6949344873428345,0.6779501
156,0.694928765296936,0.67772937
157,0.6949253678321838,0.67755574
158,0.6949537992477417,0.67734116
159,0.6949732899665833,0.67714125
160,0.6949925422668457,0.6770147
161,0.6950123310089111,0.6768117
162,0.6950381994247437,0.6765653
163,0.6950360536575317,0.6763942
164,0.6950154304504395,0.676305
165,0.6950355768203735,0.67601466
166,0.6950325965881348,0.6758719
167,0.6950072646141052,0.6756117
168,0.6949878931045532,0.67546207
169,0.6950032711029053,0.67519194
170,0.6949738264083862,0.6750536
171,0.6949961185455322,0.67484695
172,0.6950082778930664,0.67464095
173,0.6950174570083618,0.6744427
174,0.6950404644012451,0.67425466
175,0.6950452327728271,0.67407227
176,0.6950721144676208,0.6738932
177,0.6950621604919434,0.6737957
178,0.6950808167457581,0.6735847
179,0.6950908303260803,0.6734642
180,0.6951029896736145,0.6733429
181,0.6951323747634888,0.67325556
182,0.6951708793640137,0.67308766
183,0.6952035427093506,0.67293835
184,0.6952086091041565,0.6727859
185,0.6952450275421143,0.6726126
186,0.6952610015869141,0.672477
187,0.6952484846115112,0.67233944
188,0.6952342987060547,0.6722092
189,0.6952472925186157,0.67202926
190,0.6952568888664246,0.6718775
191,0.6952598094940186,0.67163384
192,0.6952945590019226,0.6714244
193,0.6953003406524658,0.67133045
194,0.6953086853027344,0.67117417
195,0.6953227519989014,0.6710753
196,0.6953247785568237,0.6708785
197,0.6953354477882385,0.6707572
198,0.695370078086853,0.670613
199,0.6953654289245605,0.67054945
200,0.6953970789909363,0.67040944
201,0.6954222917556763,0.67028886
202,0.6954479217529297,0.67016244
203,0.6954803466796875,0.66997266
204,0.6955090761184692,0.6698197
205,0.695522665977478,0.669698
206,0.6955681443214417,0.6696584
207,0.6955910921096802,0.66947925
208,0.6956151723861694,0.6692581
209,0.6956193447113037,0.6692272
210,0.6956316828727722,0.6691305
211,0.6956270933151245,0.6689467
212,0.6956560611724854,0.6688752
213,0.6956793069839478,0.66877496
214,0.695692241191864,0.66860336
215,0.6957124471664429,0.66846436
216,0.6957321166992188,0.66836256
217,0.6957574486732483,0.66825855
218,0.695797860622406,0.66810685
219,0.6958096027374268,0.6678736
220,0.6958116292953491,0.66771716
221,0.6958575248718262,0.66759455
222,0.695898175239563,0.66741526
223,0.6959247589111328,0.6673222
224,0.6959457397460938,0.6671464
225,0.6959689855575562,0.6669672
226,0.6960023045539856,0.6668304
227,0.6960390210151672,0.66667604
228,0.6960723400115967,0.66655505
229,0.6960716247558594,0.6664082
230,0.6960936784744263,0.6662396
231,0.6961259841918945,0.6660732
232,0.6961431503295898,0.6659189
233,0.6961735486984253,0.6658535
234,0.6961938142776489,0.6657508
235,0.6962320804595947,0.6656013
236,0.6962532997131348,0.6654932
237,0.696279764175415,0.6653917
238,0.696303129196167,0.66524357
239,0.696327805519104,0.66517484
240,0.6963691115379333,0.66505134
241,0.6964085102081299,0.66496724
242,0.6964356899261475,0.66480136
243,0.6964595317840576,0.66467315
244,0.6965065002441406,0.6645803
245,0.6965465545654297,0.6645474
246,0.6965856552124023,0.6643913
247,0.6966150999069214,0.664326
248,0.6966236233711243,0.6642153
249,0.6966587901115417,0.66412646
250,0.6967058181762695,0.6639076
251,0.696746289730072,0.6637496
252,0.6967817544937134,0.66355807
253,0.6968231797218323,0.66345775
254,0.6968566179275513,0.6633066
255,0.6969143748283386,0.6632047
256,0.6969424486160278,0.66304845
257,0.696966290473938,0.6628765
258,0.6969915628433228,0.6627021
259,0.6970123052597046,0.66260356
260,0.6970378160476685,0.6625111
261,0.6970916986465454,0.6623719
262,0.6971404552459717,0.6622991
263,0.6971692442893982,0.66215247
264,0.6971985697746277,0.6620417
265,0.6972267627716064,0.6619324
266,0.6972718238830566,0.6618149
267,0.6973300576210022,0.66176975
268,0.6973862648010254,0.6616402
269,0.6974172592163086,0.66155887
270,0.697456419467926,0.6614277
271,0.6974970102310181,0.6613414
272,0.6975623369216919,0.6612271
273,0.6976183652877808,0.661035
274,0.6976779699325562,0.6609431
275,0.6977392435073853,0.6607869
276,0.6977774500846863,0.66070855
277,0.6978321075439453,0.6605904
278,0.6978769302368164,0.6604882
279,0.6979186534881592,0.6603804
280,0.6979657411575317,0.6602156
281,0.6980180740356445,0.6600585
282,0.6980474591255188,0.6599274
283,0.6980916857719421,0.65985656
284,0.6981371641159058,0.65972584
285,0.698208212852478,0.6596015
286,0.6982637643814087,0.65946734
287,0.6983230113983154,0.6593853
288,0.6983855366706848,0.6592769
289,0.6984254121780396,0.6591425
290,0.6984798312187195,0.6590304
291,0.6985263824462891,0.65890115
292,0.6985867023468018,0.6587921
293,0.698640763759613,0.65867364
294,0.6986995935440063,0.65856236
295,0.6987313032150269,0.65849537
296,0.6987866163253784,0.6583181
297,0.698837161064148,0.658226
298,0.6988853812217712,0.6580668
299,0.6989360451698303,0.6579835
300,0.6989814043045044,0.6578853
301,0.6990163326263428,0.657824
302,0.6990543603897095,0.65774435
303,0.6991003155708313,0.6576472
304,0.6991415619850159,0.65759283
305,0.69919753074646,0.65745145
306,0.6992485523223877,0.6573668
307,0.699316143989563,0.657214
308,0.69938063621521,0.6571135
309,0.6994462609291077,0.65704525
310,0.6995081901550293,0.6569338
311,0.69956374168396,0.656798
312,0.6996430158615112,0.6566906
313,0.6997000575065613,0.6565744
314,0.6997368335723877,0.656497
315,0.6998024582862854,0.65641564
316,0.6998611688613892,0.6563222
317,0.6999415159225464,0.6561691
318,0.7000169157981873,0.6560609
319,0.7000728249549866,0.65599895
320,0.7001217603683472,0.6558702
321,0.700186550617218,0.6557228
322,0.7002403140068054,0.65560627
323,0.7002978920936584,0.6555373
324,0.7003735303878784,0.6554598
325,0.700452446937561,0.6553673
326,0.700546145439148,0.6552779
327,0.700618326663971,0.6551646
328,0.7006844282150269,0.6550622
329,0.7007577419281006,0.6548914
330,0.7008376121520996,0.6547937
331,0.7009137272834778,0.6546808
332,0.7009834051132202,0.6545964
333,0.7010433673858643,0.654522
334,0.701104998588562,0.6544021
335,0.701164722442627,0.6543286
336,0.7012184858322144,0.6542242
337,0.7012956142425537,0.65410405
338,0.7013458013534546,0.6539495
339,0.701423168182373,0.6538581
340,0.7014909386634827,0.6537285
