epoch,discriminator_loss,generator_loss
1,0.6820791959762573,0.69983935
2,0.6844621300697327,0.7013765
3,0.6854311227798462,0.7022345
4,0.686754584312439,0.7018641
5,0.687721848487854,0.7007204
6,0.6879173517227173,0.7002166
7,0.6878882646560669,0.70042473
8,0.6877968907356262,0.69978404
9,0.6880339980125427,0.7003544
10,0.6883504390716553,0.7004615
11,0.688291072845459,0.69978297
12,0.6885514259338379,0.6997771
13,0.6889813542366028,0.6994358
14,0.6890299320220947,0.69963974
15,0.6889913082122803,0.699315
16,0.6889215111732483,0.70023036
17,0.6887494921684265,0.6995061
18,0.6888762712478638,0.6995416
19,0.6890513300895691,0.6998291
20,0.6888319253921509,0.70027846
21,0.6889505982398987,0.7001949
22,0.6889957189559937,0.69977003
23,0.6888506412506104,0.6998227
24,0.6887080669403076,0.7001657
25,0.6888842582702637,0.7002
26,0.6890729665756226,0.6998001
27,0.6889336109161377,0.6998435
28,0.6891387701034546,0.6997577
29,0.689226508140564,0.70000064
30,0.6891738176345825,0.69971603
31,0.6890071630477905,0.69966924
32,0.6889748573303223,0.69957584
33,0.6887980699539185,0.69971114
34,0.688675045967102,0.69950277
35,0.6886606216430664,0.6996253
36,0.6887903213500977,0.6995921
37,0.6887399554252625,0.6995454
38,0.6888275146484375,0.69952136
39,0.6888325214385986,0.6994427
40,0.6888676285743713,0.6993567
41,0.6888612508773804,0.69922155
42,0.6890206336975098,0.6994154
43,0.6891080141067505,0.6995451
44,0.6891647577285767,0.6994457
45,0.6893102526664734,0.699506
46,0.6893496513366699,0.6995953
47,0.6893231272697449,0.6997537
48,0.6893547177314758,0.69959956
49,0.6894334554672241,0.6996486
50,0.6895759105682373,0.6997106
51,0.6895635724067688,0.69958353
52,0.6896288394927979,0.6996181
53,0.6896088719367981,0.6995527
54,0.6895304918289185,0.6994164
55,0.689566969871521,0.6995107
56,0.6897534728050232,0.69952244
57,0.6897832155227661,0.69942755
58,0.6896741390228271,0.6993573
59,0.6896172761917114,0.6992429
60,0.689613938331604,0.6991571
61,0.689604640007019,0.6992846
62,0.689543604850769,0.6993591
63,0.6894698143005371,0.6994354
64,0.6895031929016113,0.6992695
65,0.6895331144332886,0.6992959
66,0.6894842982292175,0.69926673
67,0.6894595623016357,0.6991182
68,0.6893996000289917,0.6989693
